,Nama,Total,Unit,Harga Per Item,Bulan,Di Tanggal,Weekend,Hari Libur,M1,M2,Hari,Quantity
0,CAT CHOIZE ADULT SALMON  ,20000,BABY CAT 12X195G  ,20000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
1,"CAT CHOIZE ADULT TUNA 1KG, 20KG  ",38000,BABY CAT 12X195G  ,19000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,2.18
2,CAT LITTER BOX SEMI JUMBO 55.5X45X16.5CM  ,130000,BABYCAT 4K  ,130000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
3,CAT LITTER SHOVEL SMALL HOLE  ,10000,BABYCAT 4K  ,10000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
4,CAT ME-O POUCH SALMON FLAVOR 15 X 4 SACHETS  ,44000,BABY CAT 12X195G  ,22000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,2.0
5,CAT STIK FUNNY BULU  ,18000,BABYCAT 4K  ,18000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
6,CAT STIK FUNNY FISH  ,18000,BABYCAT 4K  ,18000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
7,CAT TOY FISH ELECTRIC  ,40000,BABYCAT 4K  ,40000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
8,CESAR BEEF 100GR  ,65000,BABYCAT 4K  ,16250.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,3.93
9,CESAR LAMB 100GR  ,49000,BABYCAT 4K  ,16333.333333333334,1,7,1,0,0.49999999999999994,0.8660254037844387,5,2.94
10,CESAR PRIME BEEF W VEG 100GR  ,32000,BABYCAT 4K  ,16000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.95
11,CHERMAN WET FOOD TUNA & SALMON 85GR  ,35000,BABYCAT 4K  ,7000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,5.91
12,DOUBLE BOWL PLASTIC + BOTOL HR  ,35000,BABYCAT 4K  ,35000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
13,DOUBLE BOWL PLASTIC FACE CAT  ,25000,BABYCAT 4K  ,25000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
14,HAIR SKIN CARE 2 KG  ,310000,BABY CAT 12X195G  ,310000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
15,KANDANG DOGGY 110 (110 X 80 X 95)  ,1180000,BABYCAT 4K  ,1180000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
16,KANDANG HAMSTER 3 LANTAI + ATAP  ,180000,BABYCAT 4K  ,180000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.02
17,KANDANG PREMIUM SENSEN UK 76 X 50 X 133  ,1100000,BABYCAT 4K  ,1100000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
18,KETOVAR 10G  ,48000,BABY CAT MILK 300 GR  ,48000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
19,KITTEN INSTINCTIVE  SECOND GRAVY 12 X 85 GR  ,38000,BABYCAT 4K  ,19000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,2.18
20,LIFE CAT KITTEN TUNA 85G (POUCH)  ,24000,BABYCAT 4K  ,6000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,4.22
21,MAKANAN TULANG 10 INCHES ( 1 PCS)  ,60000,BABY CAT 12X195G  ,60000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
22,MAT PET PAWS SHAPE  ,35000,BABYCAT 4K  ,35000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
23,MAXI ADULT 4KG  ,640000,BABYCAT 4K  ,320000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.98
24,MTOP KITTEN 3FISH BONITO GOAT MILK 24X400G  ,17000,BABY DOG MILK 2KG  ,17000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
25,"MTOP KITTEN SALMON & TUNA W/GOAT MILK @1KG, @ 20KG  ",26000,BABY CAT 12X195G  ,26000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
26,"PAKAN BOLT CAT KUNING ( TUNA ) @ 1KG, @ 20KG  ",92000,BABY CAT 12X195G  ,23000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,4.33
27,"PAKAN BOLT CAT UNGU ( TUNA ) @1KG,@ 20KG  ",23000,BABY CAT 12X195G  ,23000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
28,PAKAN HIRO M2 1KG  ,85000,BANTAL LEHER KUCING L  ,85000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.01
29,PASIR SENIOR APPLE 10L  ,63000,BANTAL LEHER KUCING L  ,63000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
30,PASIR SENIOR COFFEE 20 KG  ,120000,BANTAL LEHER KUCING L  ,120000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
31,PASIR SENIOR LAVENDER 10L  ,60000,BANTAL LEHER KUCING L  ,60000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
32,PASIR SENIOR LAVENDER 20 KG  ,135000,BANTAL LEHER KUCING L  ,135000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
33,PEDIGREE BEEF & VEG 20KG  ,560000,BABYCAT 4K  ,560000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.01
34,PEDIGREE DENSTATIX CHEWY CHUNX MAXI 68GR  ,20000,BABYCAT 4K  ,20000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
35,PEDIGREE DENTASTIX SMALL 75GR  ,20000,BABYCAT 4K  ,20000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
36,PEDIGREE GOOD CHEWY BEEF S 53GR  ,24000,BABYCAT 4K  ,24000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
37,PEDIGREE MEAT JERKY STRAP VP SB 300GR  ,55000,BABYCAT 4K  ,55000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
38,PEDIGREE TREATS JERKY LAMB FLAVOR 80  ,20000,BABYCAT 4K  ,20000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
39,PET BATH SHAMPOO DORRIKEY 510 ML BACTERIA  ,50000,BABY CAT MILK 300 GR  ,50000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.01
40,PET BATH SHAMPOO DORRIKEY 510 ML FOR CAT  ,45000,BABY CAT MILK 300 GR  ,45000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
41,PET COLLAR PITA  ,23000,BABYCAT 4K  ,23000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
42,PET COMB HAIR EAR CAT  ,45000,BABYCAT 4K  ,45000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
43,PET DIAPER BLUE M 45 X 60 CM @4PCS @50PCS  ,170000,BABYCAT 400 GR  ,1700.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,78.15
44,PET DIAPER MALE SIZE M (8-16 KG)  ,60000,BABYCAT 4K  ,60000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
45,PET DISINFECTANT SPRAY 500 ML  ,42000,BABY CAT MILK 300 GR  ,42000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
46,PET TOY BALL COLOURFULL BELL MEDIUM  8 CM  ,20000,BABYCAT 4K  ,20000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
47,PET TOY BALL THORNS LIGHT L  ,30000,BABYCAT 4K  ,15000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.98
48,POODLE ADULT 1.5KG  ,200000,BABYCAT 4K  ,200000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.07
49,POODLE ADULT 3KG  ,350000,BABYCAT 4K  ,350000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
50,ROCCO CHEWY TREATS BEEF STRIP  ,26000,BABYCAT 4K  ,26000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
51,ROCCO CHEWY TREATS MILKY STICK  ,26000,BABYCAT 4K  ,26000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
52,ROCCO CHEWY TREATS SALMON STICK  ,26000,BABYCAT 4K  ,26000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
53,SNACK CAT PEIEN SALMON AND SHRIMP @50 PCS  ,79000,BABYCAT 4K  ,1549.0196078431372,1,7,1,0,0.49999999999999994,0.8660254037844387,5,59.85
54,SNACK CAT PEIEN TUNA AND SHRIMP @50 PCS  ,8000,BABYCAT 4K  ,4000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
55,SNACK CAT PEIEN TUNA CHICKEN @50 PCS  ,8000,BABYCAT 4K  ,4000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
56,TOY BONEKA DUCK  ,90000,BABYCAT 4K  ,45000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.98
57,WHISKAS OCEAN FISH 480GR  ,28000,BABYCAT 4K  ,28000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
58,WHISKAS POUCH KITTEN TUNA 80GR  ,6000,BABYCAT 4K  ,6000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
59,WHISKAS TUNA 400GR  ,22000,BABYCAT 4K  ,22000.0,1,7,1,0,0.49999999999999994,0.8660254037844387,5,1.0
60,BRUSH PET BATH  ,22000,BABYCAT 4K  ,22000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
61,CAT CHOIZE ADULT SALMON  ,20000,BABY CAT 12X195G  ,20000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
62,CAT HAMMOCK TEBAL 50 X 40 CM  ,25000,BABYCAT 4K  ,25000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
63,CAT LITTER SHOVEL MOTIF GAYUNG S  ,8000,BABYCAT 4K  ,8000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
64,CAT LITTER SHOVEL SMALL HOLE  ,8000,BABYCAT 4K  ,8000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
65,CAT TOY FISH ELECTRIC  ,65000,BABYCAT 4K  ,65000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
66,DOUBLE BOWL GANTUNG COLOURFULL HW S  ,21000,BABYCAT 4K  ,21000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
67,HAIR SKIN CARE 2 KG  ,310000,BABY CAT 12X195G  ,310000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
68,KETOVAR 10G  ,50000,BABY CAT MILK 300 GR  ,50000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.01
69,KITTEN PERSIAN 400 GR  ,80000,BABY CAT 12X195G  ,80000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
70,LASER LED 2 IN 1  ,14000,BABYCAT 4K  ,14000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
71,LIFE CAT KITTEN TUNA 400G (KALENG)  ,15500,BABY DOG MILK 2KG  ,15500.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
72,MAKANAN TULANG 10 INCHES ( 1 PCS)  ,116000,BABY CAT 12X195G  ,58000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,2.0
73,MAKANAN TULANG 8 INCHES ( 1 PCS)  ,159000,BABY CAT 12X195G  ,53000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,2.71
74,"MTOP KITTEN SALMON & TUNA W/GOAT MILK @1KG, @ 20KG  ",26000,BABY CAT 12X195G  ,26000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
75,PASIR SENIOR COFFEE 5L  ,45000,BANTAL LEHER KUCING L  ,45000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
76,PASIR SENIOR LAVENDER 10L  ,60000,BANTAL LEHER KUCING L  ,60000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
77,PASIR SENIOR LAVENDER 20 KG  ,240000,BANTAL LEHER KUCING L  ,120000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.86
78,PEDIGREE DENTASTIX MEDIUM 98GR  ,21000,BABYCAT 4K  ,21000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
79,PET BATH SHAMPOO BORAMMY 500 ML FOR RED & BROWN HAIR  ,50000,BABY CAT MILK 300 GR  ,50000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.01
80,PET BOTTLE CUP DRINKING  ,130000,BABY CAT MILK 300 GR  ,130000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
81,PET COMB HAIR EAR CAT  ,45000,BABYCAT 4K  ,45000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
82,PET COMB STEEL TAO-TAO SMALL  ,25000,BABYCAT 4K  ,25000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
83,PET DIAPER BLUE L 60 X 60 CM  @3PCS @40PCS  ,85000,BABYCAT 400 GR  ,2125.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,72.35
84,PET DIAPER BLUE M 45 X 60 CM @4PCS @50PCS  ,15000,BABYCAT 400 GR  ,3000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,64.32
85,PET DIAPER FEMALE SIZE XS (1 - 2 KG)  ,50000,BABYCAT 4K  ,5000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,11.03
86,PET SNACK MILK ADULT DOG  ,8000,BABYCAT 2 KG  ,4000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
87,PET SNACK MILK ADULT DOG  ,38000,BABYCAT 400 GR  ,2533.3333333333335,1,8,1,0,0.49999999999999994,0.8660254037844387,6,69.1
88,PET SNACK STICKS BEEF 100GR  ,25000,BABYCAT 4K  ,25000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
89,SINGLE BOWL CERAMIC CAT EAR  ,50000,BABYCAT 4K  ,50000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.01
90,SINGLE BOWL PLASTIC TEDDY HW M ( 18.5 X 13.5 X 5.5 CM )  ,18000,BABYCAT 4K  ,18000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
91,SINGLE DRINKING BOWL PLASTIC  ,32000,BABYCAT 4K  ,32000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.01
92,SNACK CAT PEIEN SALMON AND SHRIMP @50 PCS  ,3500,BABYCAT 4K  ,3500.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,17.81
93,SNACK CAT PEIEN TUNA CHICKEN @50 PCS  ,6500,BABYCAT 4K  ,3250.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,20.22
94,VEST CHEST BACK DOG ROPE REFLECTIVE HW SIZE S  ,65000,BABYCAT 4K  ,65000.0,1,8,1,0,0.49999999999999994,0.8660254037844387,6,1.0
95,CAT CHOIZE ADULT SALMON  ,20000,BABY CAT 12X195G  ,20000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
96,"CAT CHOIZE ADULT TUNA 1KG, 20KG  ",20000,BABY CAT 12X195G  ,20000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
97,CAT LITTER SHOVEL CAT HEAD 23 CM  ,10000,BABYCAT 4K  ,10000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
98,CAT STIK FUNNY BULU  ,18000,BABYCAT 4K  ,18000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
99,CESAR CHIKEN & VEG 100GR  ,204000,BABYCAT 4K  ,17000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,12.51
100,CESAR CHIKEN 100GR  ,204000,BABYCAT 4K  ,17000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,12.53
101,HERBAFIT  ,50000,BABY CAT MILK 300 GR  ,50000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
102,KALUNG KUTU CAT AND DOG  ,13000,BABYCAT 4K  ,13000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
103,KITCHEN FLAVOR ADULT DOG BEAUTY 1.5KG  ,115000,BABYCAT 4K  ,115000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
104,LIFE CAT KITTEN SALMON 400G (KALENG)  ,32000,BABY DOG MILK 2KG  ,16000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.97
105,LIFE CAT KITTEN TUNA 400G (KALENG)  ,32000,BABY DOG MILK 2KG  ,16000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.97
106,"MTOP ADULT CAT FOOD TUNA WITH SALMON @ 1KG, @ 20KG  ",25000,BABY CAT 12X195G  ,25000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
107,MTOP MACKAREL TUNA FLAKES 24X400G  ,16000,BABY DOG MILK 2KG  ,16000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
108,MTOP SACHET KITTEN TUNA & CHIC W/GOAT MILK 85 X 24G  ,144000,BABYCAT 4K  ,6000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,24.07
109,MTOP TUNA MACKAREL GOAT MILK 24X400G  ,16000,BABY DOG MILK 2KG  ,16000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
110,"OMEGA ADULT SEAFOOD FLAVOR @ 1KG, @ 20KG  ",130000,BABY CAT 12X195G  ,26000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,5.02
111,PAKAN BEAUTY BIASA 20KG  ,135000,BABY CAT 12X195G  ,27000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,5.06
112,"PAKAN BOLT DOG (BEEF) @ 1KG, @ 20KG  ",20000,BABY CAT 12X195G  ,20000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
113,PAKAN IRUKA CAT URINARY 300G  ,40000,BABYCAT 4K  ,40000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
114,PET BATH SHAMPOO DORRIKEY 510 ML FOR FLEA  ,50000,BABY CAT MILK 300 GR  ,50000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
115,PET CHEST 1 X 0.6CM  ,55000,BABYCAT 4K  ,55000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
116,PET CHEST 1.2 X 0.8CM  ,60000,BABYCAT 4K  ,60000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
117,PET DISINFECTANT 1000 ML + BOTTLE LAVENDER  ,55000,BABY CAT MILK 300 GR  ,55000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
118,PET TOY BALL RAINBOW M  ,5000,BABYCAT 4K  ,5000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
119,PET TOY BALL SOCCER 6.5 CM  ,16000,BABYCAT 4K  ,16000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,1.0
120,REFILL ROLL  ,10000,BABYCAT 4K  ,5000.0,1,9,0,0,0.49999999999999994,0.8660254037844387,0,2.0
121,CAT CLIMBING FRAME KODE 23 S  ,650000,BABYCAT 4K  ,650000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.03
122,CAT LITTER DEODORANT BEADS PURPLE 250 ML (LAVENDER)  ,30000,BABY CAT MILK 300 GR  ,30000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
123,CAT LITTER SHOVEL SMALL HOLE  ,10000,BABYCAT 4K  ,10000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
124,CAT TOY FRAME MOTIF PANCINGAN  ,110000,BABYCAT 4K  ,110000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
125,CATNIP 10 GR/ CAN  ,25000,BABYCAT 4K  ,25000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
126,CHERMAN WET FOOD TUNA & CHICKEN 85GR  ,7000,BABYCAT 4K  ,7000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
127,KITCHEN FLAVOR DOG PUPPY 1.5KG  ,100000,BABYCAT 4K  ,100000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
128,MAXI PUPPY 10X140GR  ,50000,BABYCAT 4K  ,25000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,2.0
129,MINI PUPY 12X85G  ,19000,BABYCAT 4K  ,19000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
130,MINI STARTER MB 1KG  ,133000,BABYCAT 4K  ,133000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
131,"MTOP ADULT CAT FOOD TUNA @ 1KG, @ 20KG  ",25000,BABY CAT 12X195G  ,25000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
132,PAKAN BEAUTY BIASA 20KG  ,27000,BABY CAT 12X195G  ,27000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
133,PAKAN BEAUTY GOLD 15KG  ,70000,BABY CAT 12X195G  ,35000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.96
134,PASIR SENIOR APPLE 5L  ,40000,BANTAL LEHER KUCING L  ,40000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
135,PEDIGREE PDG BEEF 400G  ,23000,BABYCAT 4K  ,23000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
136,PET COLLAR BELL NYLON 1 CM PACK (3 PCS)  ,30000,BABY CAT 12X195G  ,30000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
137,PET DIAPER MALE SIZE S (3-8 KG)  ,45000,BABYCAT 4K  ,45000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
138,PET SNACK MILK KITTEN CAT  ,5000,BABYCAT 400 GR  ,5000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
139,PET SNACK MILK PUPPY  ,20000,BABYCAT 400 GR  ,5000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,3.88
140,PET TOY BALL SOCCER 6.5 CM  ,15000,BABYCAT 4K  ,15000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
141,PET TOY BALL THORNS LIGHT L  ,14000,BABYCAT 4K  ,14000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
142,POODLE ADULT 1.5KG  ,389500,BABYCAT 4K  ,194750.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.78
143,STIK ACRYLIC 40 CM  ,28000,BABYCAT 4K  ,28000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,1.0
144,WHISKAS POUCH TUNA WHITE FISH 80GR  ,18000,BABYCAT 4K  ,6000.0,1,10,0,0,0.49999999999999994,0.8660254037844387,1,3.69
145,CAT CHOIZE ADULT SALMON  ,40000,BABY CAT 12X195G  ,20000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.99
146,"CAT CHOIZE ADULT TUNA 1KG, 20KG  ",20000,BABY CAT 12X195G  ,20000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
147,CAT CHOIZE KITTEN SALMON 20 KG  ,27000,BABY CAT 12X195G  ,27000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
148,"CAT CHOIZE KITTEN TUNA 1KG,20 KG  ",54000,BABY CAT 12X195G  ,27000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,2.0
149,CAT LITTER SHOVEL BIASA HR  ,8000,BABYCAT 4K  ,8000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
150,CESAR LAMB 100GR  ,32000,BABYCAT 4K  ,16000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.95
151,"OLEKAT SEAFOOD @1KG, @ 20KG  ",26000,BABY CAT 12X195G  ,26000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
152,PASIR SENIOR COFFEE 10L  ,60000,BANTAL LEHER KUCING L  ,60000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
153,PEDIGREE BEEF & VEG 3KG  ,115000,BABYCAT 4K  ,115000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
154,PET BRUSH HAIR CLEANER  ,60000,BABYCAT 4K  ,60000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
155,PET COLLAR BIASA  ,22000,BABYCAT 4K  ,22000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
156,PET COLLAR FOOTPRINT @12 PCS (PACK)  ,12000,BABYCAT 2 KG  ,12000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
157,PET COLLAR NYLON PATTERN CAT FACE 1 CM  ,25000,BABYCAT 4K  ,25000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
158,PETOPIA DOG CAN FIILLET O FISH 380GR  ,15000,BABYCAT 400 GR  ,15000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
159,PETOPIA DOG CAN GOURMET DUCK 380 GR  ,15000,BABYCAT 400 GR  ,15000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
160,PETOPIA DOG CAN JUICY LAMB 380GR  ,15000,BABYCAT 400 GR  ,15000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
161,SNACK CAT PEIEN SALMON AND SHRIMP @50 PCS  ,8000,BABYCAT 4K  ,4000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
162,SNACK CAT PEIEN TUNA AND SHRIMP @50 PCS  ,8000,BABYCAT 4K  ,4000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
163,SNACK CAT PEIEN TUNA CHICKEN @50 PCS  ,8000,BABYCAT 4K  ,4000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
164,STIK ULAT 115 CM  ,15000,BABYCAT 4K  ,15000.0,1,11,0,0,0.49999999999999994,0.8660254037844387,2,1.0
165,CAT EAR BOWL COLOURFULL LARGE  ,25000,BABYCAT 4K  ,25000.0,1,12,0,0,0.49999999999999994,0.8660254037844387,3,1.0
166,CAT ME-O KITTEN POUCH TUNA  ,6000,BABYCAT 400 GR  ,6000.0,1,12,0,0,0.49999999999999994,0.8660254037844387,3,1.0
167,"DOG TWISTED CHAIN UK 2,5 MM X 120 CM  ",60000,BABYCAT 4K  ,60000.0,1,12,0,0,0.49999999999999994,0.8660254037844387,3,1.0
168,GLASSES PET PLASTIC FRAME ROUND 8 CM  ,15000,BABYCAT 4K  ,15000.0,1,12,0,0,0.49999999999999994,0.8660254037844387,3,1.0
169,KITCHEN FLAVOR CAT BEAUTY 1.5KG  ,130000,BABYCAT 4K  ,130000.0,1,12,0,0,0.49999999999999994,0.8660254037844387,3,1.0
170,PET COLLAR NYLON TAO-TAO 3 CM  ,40000,BABYCAT 4K  ,40000.0,1,12,0,0,0.49999999999999994,0.8660254037844387,3,1.0
171,TEMP CREAMY PURRRR EE SALMON & CHEESE 48GR  ,20000,BABYCAT 4K  ,20000.0,1,12,0,0,0.49999999999999994,0.8660254037844387,3,1.0
172,CAT CHOIZE ADULT SALMON  ,20000,BABY CAT 12X195G  ,20000.0,1,13,0,0,0.49999999999999994,0.8660254037844387,4,1.0
