,Nama,Total,Unit,Harga Per Item,Bulan,Di Tanggal,Weekend,Hari Libur,M1,M2,Hari,Quantity
798,PET BOWL S/S HANGING ROUND SMALL  ,36000,BABYCAT 4K  ,36000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
799,PET COLLAR COLOURFULL PITA HW  ,24000,BABYCAT 400 GR  ,12000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,2.0
800,PET COLLAR FOOTPRINT @12 PCS (PACK)  ,10000,BABYCAT 400 GR  ,10000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
801,PET DRESS HARNESS BOW SIZE S  ,42000,BABYCAT 4K  ,42000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
802,PET PARFUME GODDI BABY POWDER  ,35000,BABY CAT MILK 300 GR  ,35000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
803,PET PARFUME GODDI GRAPE  ,30000,BABY CAT MILK 300 GR  ,30000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
804,PET PARFUME GODDI ZWITSA BABY  ,35000,BABY CAT MILK 300 GR  ,35000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
805,POODLE ADULT 3KG  ,350000,BABYCAT 4K  ,350000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
806,"PROPLAN ADULT CAT SALMON @0.5 KG, @7 KG  ",720000,BANTAL LEHER KUCING L  ,720000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.05
807,REFILL ROLL PREMIUM  ,25000,BABYCAT 4K  ,25000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
808,SHEBA MELTY KATSU O SALMON 48GR  ,100000,BABYCAT 4K  ,25000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,4.44
809,SHEBA MELTY TUNA SEAFOOD 48GR  ,50000,BABYCAT 4K  ,25000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,2.0
810,SINGLE BOWL COLOURFULL  ,8000,BABYCAT 4K  ,8000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
811,STIK  FEATHER ZY  ,12000,BABYCAT 4K  ,12000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
812,STIK COLORFUL BALL 105 CM  ,18000,BABYCAT 4K  ,18000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
813,VIRBAC NUTRI-PLUS GEL  ,145000,BABYCAT 4K  ,145000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
814,WHISKAS POUCH GRILLED SABA 80GR  ,6000,BABYCAT 4K  ,6000.0,2,6,0,0,0.8660254037844386,0.5000000000000001,0,1.0
815,CAT ME-O ADULT OCEAN FISH  ,6000,BABYCAT 400 GR  ,6000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
816,CESAR PRIME BEEF W VEG 100GR  ,17000,BABYCAT 4K  ,17000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
817,GLASSES PET MEDIUM ROUND 10 CM  ,15000,BABYCAT 4K  ,15000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
818,KETOVAR 10G  ,55000,BABY CAT MILK 300 GR  ,55000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
819,LIFE CAT KITTEN SALMON 400G (KALENG)  ,16000,BABY DOG MILK 2KG  ,16000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
820,MTOP SACHET TUNA & BEEF W/GOAT MILK 85 X 24G  ,14000,BABYCAT 4K  ,7000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,2.0
821,MTOP SACHET TUNA & CHIC W/MILK GOAT 85 X 24G  ,7000,BABYCAT 4K  ,7000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
822,"PAKAN BOLT DOG (BEEF) @ 1KG, @ 20KG  ",20000,BABY CAT 12X195G  ,20000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
823,PASIR SENIOR LAVENDER 20 KG  ,120000,BANTAL LEHER KUCING L  ,120000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
824,PET COLLAR COLOURFULL PITA HW  ,12000,BABYCAT 400 GR  ,12000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
825,PET COLLAR FOOTPRINT @12 PCS (PACK)  ,30000,BABYCAT 400 GR  ,10000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,2.93
826,PET DIAPER MALE SIZE S (3-8 KG)  ,50000,BABYCAT 4K  ,50000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
827,ROCCO CHEWY TREATS MILKY STICK  ,27000,BABYCAT 4K  ,27000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
828,ROCCO CHEWY TREATS SALMON STICK  ,27000,BABYCAT 4K  ,27000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
829,WHISKAS POUCH GRILLED SABA 80GR  ,6000,BABYCAT 4K  ,6000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
830,WHISKAS TUNA 400GR  ,22000,BABYCAT 4K  ,22000.0,2,7,0,0,0.8660254037844386,0.5000000000000001,1,1.0
831,CAT CHOIZE ADULT SALMON  ,60000,BABY CAT 12X195G  ,20000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.92
832,CAT LITTER SHOVEL 32 CM TAO-TAO  ,40000,BABYCAT 4K  ,20000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.99
833,CAT ME-O ADULT OCEAN FISH  ,6000,BABYCAT 400 GR  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
834,CAT ME-O ADULT POUCH CRAB STICK  ,12000,BABYCAT 400 GR  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.0
835,CAT ME-O ADULT POUCH MACKEREL  ,6000,BABYCAT 400 GR  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
836,CAT ME-O ADULT POUCH OTAK-OTAK WHITE FISH AND CARTON  ,12000,BABYCAT 400 GR  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.0
837,CAT ME-O ADULT POUCH OTAK-OTAK WHITE FISH AND CHICKEN FLAKE  ,12000,BABYCAT 400 GR  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.0
838,CAT ME-O ADULT POUCH SARDINE WITH RED SHAPPER IN JELY  ,6000,BABYCAT 400 GR  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
839,CAT ME-O ADULT POUCH TUNA WHITE FISH  ,12000,BABYCAT 400 GR  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.0
840,KITCHEN FLAVOR DOG PUPPY 1.5KG  ,100000,BABYCAT 4K  ,100000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
841,MAKANAN TULANG 3 INCHES ( 4 PCS)  ,38000,BABY CAT 12X195G  ,38000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
842,MECTIVAR 5ML  ,50000,BABY CAT MILK 300 GR  ,50000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
843,"OMEGA ADULT TUNA FLAVOR @ 1KG, @ 20KG  ",27000,BABY CAT 12X195G  ,27000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
844,PAKAN BEAUTY BIASA 20KG  ,81000,BABY CAT 12X195G  ,27000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,3.1
845,"PAKAN BOLT CAT UNGU ( TUNA ) @1KG,@ 20KG  ",23000,BABY CAT 12X195G  ,23000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
846,PASIR SENIOR LAVENDER 20 KG  ,120000,BANTAL LEHER KUCING L  ,120000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
847,PASIR SENIOR LEMON 5L  ,40000,BANTAL LEHER KUCING L  ,40000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
848,PASIR TOFU 6 LTR TAO-TAO  ,65000,BABYCAT 4K  ,65000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
849,PEDIGREE BEEF & VEG 500GR  ,48000,BABYCAT 4K  ,24000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.0
850,PEDIGREE PDG CHICKEN 400GR  ,46000,BABYCAT 4K  ,23000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.99
851,PEDIGREE POUCH SIMMERED BEEF VEG 80GR  ,14000,BABYCAT 4K  ,7000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.0
852,PET COMB HAIR EAR CAT  ,50000,BABYCAT 4K  ,50000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
853,PET SNACK MILK ADULT DOG  ,10000,BABYCAT 400 GR  ,5000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,2.0
854,PETOPIA DOG CAN FIILLET O FISH 380GR  ,15000,BABYCAT 400 GR  ,15000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
855,PETOPIA DOG CAN GOURMET DUCK 380 GR  ,15000,BABYCAT 400 GR  ,15000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
856,WHISKAS POUCH GRILLED SABA 80GR  ,6000,BABYCAT 4K  ,6000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
857,"WINSTAR SALMON @ 1KG, @ 20KG  ",26000,BABY CAT 12X195G  ,26000.0,2,8,0,0,0.8660254037844386,0.5000000000000001,2,1.0
858,BABY CAT  24 X 100 GR  ,23000,BABYCAT 4K  ,23000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
859,BABYCAT 400 GR  ,72000,BABY CAT 12X195G  ,72000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.01
860,CAT CHOIZE ADULT SALMON  ,20000,BABY CAT 12X195G  ,20000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
861,"CAT CHOIZE ADULT TUNA 1KG, 20KG  ",20000,BABY CAT 12X195G  ,20000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
862,CAT CHOIZE KITTEN SALMON 20 KG  ,27000,BABY CAT 12X195G  ,27000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
863,CAT ME-O POUCH BONITO FLAVOR 15 X 4 SACHETS  ,22000,BABY CAT 12X195G  ,22000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
864,CAT ME-O POUCH TUNA WITH SCALLOP FLAVOR 15 X 4 SACHET  ,22000,BABY CAT 12X195G  ,22000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
865,CAT SNACK NUTRITION BALL SALMON  ,25000,BABYCAT 4K  ,25000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
866,CAT TOY TUMBLER MOUSE  ,13000,BABYCAT 4K  ,13000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
867,CATNIP LEAF POWDER 10 GR  ,15000,BABYCAT 4K  ,15000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
868,CESAR CHIKEN & VEG 100GR  ,204000,BABYCAT 4K  ,17000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,12.07
869,CESAR CHIKEN 100GR  ,204000,BABYCAT 4K  ,17000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,12.09
870,COUCOU HALCY CAT KITTEN CHICKEN 400G  ,21000,BABYCAT 4K  ,21000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
871,DOUBLE BOWL + BOTTLE DRINKING  ,60000,BABYCAT 4K  ,60000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
872,FOOD HAMSTER PINK  500 GR SALLY  ,30000,BABYCAT 4K  ,30000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
873,GLASSES PET MEDIUM ROUND 10 CM  ,15000,BABYCAT 4K  ,15000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
874,HAIR SKIN CARE 2 KG  ,330000,BABY CAT 12X195G  ,330000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
875,KETOVAR 10G  ,55000,BABY CAT MILK 300 GR  ,55000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
876,KITCHEN FLAVOR ADULT DOG BEAUTY 1.5KG  ,110000,BABYCAT 4K  ,110000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
877,KITTEN SECOND AGE 4K  ,570000,BABY CAT 12X195G  ,570000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.01
878,LIFE CAT KITTEN TUNA 400G (KALENG)  ,16000,BABY DOG MILK 2KG  ,16000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
879,MAXI ADULT 4KG  ,700000,BABYCAT 4K  ,350000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.98
880,"OMEGA ADULT SEAFOOD FLAVOR @ 1KG, @ 20KG  ",27000,BABY CAT 12X195G  ,27000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
881,"OMEGA ADULT TUNA FLAVOR @ 1KG, @ 20KG  ",27000,BABY CAT 12X195G  ,27000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
882,PAKAN BEAUTY GOLD 15KG  ,35000,BABY CAT 12X195G  ,35000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
883,PASIR SENIOR COFFEE 10L  ,60000,BANTAL LEHER KUCING L  ,60000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
884,PASIR SENIOR LAVENDER 20 KG  ,120000,BANTAL LEHER KUCING L  ,120000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
885,PASIR TOFU 6 LTR TAO-TAO  ,65000,BABYCAT 4K  ,65000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
886,PEDIGREE BEEF & VEG 3KG  ,115000,BABYCAT 4K  ,115000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
887,PEDIGREE DENTASTIX VP MEDIUM 344GR  ,57000,BABYCAT 4K  ,57000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
888,PEDIGREE GOOD CHEWY BEEF L 138GR  ,45000,BABYCAT 4K  ,45000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
889,PET CANVAS KENNEL (BULAT) LARGE  ,120000,BABYCAT 4K  ,120000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
890,"PROPLAN KITTEN CHICKEN @0.5KG, @8KG  ",120000,BABY CAT 12X195G  ,60000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,2.0
891,STIK BULU METAL 90 CM LONCENG  ,15000,BABYCAT 4K  ,15000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
892,WHISKAS JUNIOR OCEAN FISH 450GR  ,30000,BABYCAT 4K  ,30000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
893,WHISKAS POUCH GRILLED SABA 80GR  ,6000,BABYCAT 4K  ,6000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,1.0
894,WHISKAS POUCH TUNA 80GR  ,12000,BABYCAT 4K  ,6000.0,2,9,0,0,0.8660254037844386,0.5000000000000001,3,2.0
895,"CAT CHOIZE ADULT TUNA 1KG, 20KG  ",100000,BABY CAT 12X195G  ,20000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,4.97
896,CAT CHOIZE KITTEN SALMON 20 KG  ,54000,BABY CAT 12X195G  ,27000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,2.0
897,CAT LITTER BOX KADO HITAM  ,15000,BABYCAT 4K  ,15000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
898,CAT LITTER SHOVEL BIASA HR  ,8000,BABYCAT 4K  ,8000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
899,CHEST AND BACK ROPE COLOUR SOLID 2.5 CM  ,60000,BABYCAT 4K  ,60000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
900,GASTRO INTEST 2KG  ,400000,BABYCAT 4K  ,400000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
901,MTOP KITTEN MACKEREL CHICKEN 24X400G  ,17000,BABY DOG MILK 2KG  ,17000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
902,MTOP KITTEN TUNA & S.TUNA CRANBERRY 24X400G  ,17000,BABY DOG MILK 2KG  ,17000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
903,MTOP SACHET KITTEN TUNA & CHIC W/GOAT MILK 85 X 24G  ,84000,BABYCAT 4K  ,7000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,14.35
904,"PAKAN BOLT CAT KUNING ( TUNA ) @ 1KG, @ 20KG  ",23000,BABY CAT 12X195G  ,23000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
905,"PAKAN BOLT CAT PINK (SALMON) @ 1KG, @ 20KG  ",23000,BABY CAT 12X195G  ,23000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
906,PASIR SENIOR COFFEE 20 KG  ,250000,BANTAL LEHER KUCING L  ,125000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,2.01
907,PASIR SENIOR COFFEE 5L  ,80000,BANTAL LEHER KUCING L  ,40000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.52
908,PEDIGREE POUCH BEEF 130GR  ,10000,BABYCAT 4K  ,10000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
909,PEDIGREE POUCH BEEF GRAVY 80GR  ,7000,BABYCAT 4K  ,7000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
910,PEDIGREE POUCH PUPPY BEEF EGG LOAF 80GR  ,14000,BABYCAT 4K  ,7000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,2.0
911,PEDIGREE POUCH PUPPY CHICKEN 130GR  ,10000,BABYCAT 4K  ,10000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
912,PEDIGREE POUCH SIMMERED BEEF VEG 80GR  ,21000,BABYCAT 4K  ,7000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,3.92
913,PEDIGREE PUPPY CHICKEN & EGG 400GR  ,24000,BABYCAT 4K  ,24000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
914,PET CLOTHES SWEATER STAR SML  ,65000,BABYCAT 4K  ,65000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.0
915,PET COLLAR FOOTPRINT @12 PCS (PACK)  ,20000,BABYCAT 400 GR  ,10000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,1.29
916,REFILL ROLL  ,12000,BABYCAT 4K  ,6000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,2.0
917,SNACK CAT PEIEN TUNA AND SHRIMP @50 PCS  ,63500,BABYCAT 4K  ,2048.3870967741937,2,10,0,0,0.8660254037844386,0.5000000000000001,4,56.07
918,SNACK CAT PEIEN TUNA CHICKEN @50 PCS  ,43500,BABYCAT 4K  ,2071.4285714285716,2,10,0,0,0.8660254037844386,0.5000000000000001,4,55.26
919,SNACK SOPO KALAA @50  ,3000,BABYCAT 4K  ,3000.0,2,10,0,0,0.8660254037844386,0.5000000000000001,4,47.26
920,"CAT CHOIZE ADULT TUNA 1KG, 20KG  ",40000,BABY CAT 12X195G  ,20000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.99
921,CAT ME-O KALENG ADULT SARDINE  ,40000,BABYCAT 400 GR  ,20000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.99
922,CAT ME-O KALENG ADULT SEFOOD  ,20000,BABYCAT 400 GR  ,20000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
923,CAT ME-O KALENG ADULT TUNA  ,40000,BABYCAT 400 GR  ,20000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.99
924,CAT ME-O SALMON 7KG  ,280000,BANTAL LEHER KUCING L  ,280000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
925,CAT ME-O TUNA 7KG  ,280000,BANTAL LEHER KUCING L  ,280000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
926,CLEO ADULT SEAFOOD FLAVOR 1.5KG  ,55000,BABYCAT 4K  ,55000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
927,DOG CHOIZE LAMB 20KG  ,1565000,BABY CAT  24 X 100 GR  ,15194.174757281553,2,11,1,0,0.8660254037844386,0.5000000000000001,5,41.41
928,KITCHEN FLAVOR ADULT DOG BEAUTY 1.5KG  ,110000,BABYCAT 4K  ,110000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
929,MINYAK IKAN  ,5000,BABY CAT 12X195G  ,5000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
930,PASIR LOVESAND KOPI 10L  ,65000,BANTAL LEHER KUCING L  ,65000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
931,PASIR LOVESAND LAVENDER 10L  ,65000,BANTAL LEHER KUCING L  ,65000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
932,PASIR MARKOTOP LEMON 25 LTR  ,390000,BANTAL LEHER KUCING L  ,130000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,2.94
933,PASIR SENIOR COFFEE 10L  ,60000,BANTAL LEHER KUCING L  ,60000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
934,PEDIATRIC GROWTH 2KG  ,640000,BABYCAT 4K  ,320000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.99
935,PEDIGREE DENTASTIX PUPPY 56GR  ,18000,BABYCAT 4K  ,18000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
936,PEDIGREE POUCH PUPPY CHICKEN 130GR  ,10000,BABYCAT 4K  ,10000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
937,PEDIGREE PUPPY 1.3KG FREE 1 PD TASTY BITE  ,62000,BABYCAT 4K  ,62000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
938,PET COLLAR COLOURFULL PANDA UK 2.5 CM  ,90000,BABYCAT 4K  ,90000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
939,PET COLLAR NYLON TAO-TAO 1.5 CM  ,15000,BABYCAT 4K  ,15000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
940,PET DIAPER MALE SIZE S (3-8 KG)  ,50000,BABYCAT 4K  ,50000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.01
941,PET PARFUME GODDI GRAPE  ,30000,BABY CAT MILK 300 GR  ,30000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
942,PETOPIA DOG CAN FRESH CHICKEN 380GR  ,16000,BABYCAT 400 GR  ,16000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
943,PETOPIA DOG CAN GOURMET DUCK 380 GR  ,16000,BABYCAT 400 GR  ,16000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
944,PETOPIA DOG CAN JUICY LAMB 380GR  ,16000,BABYCAT 400 GR  ,16000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.0
945,SERBUK KAYU 1KG  ,52000,BABYCAT 4K  ,26000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,2.0
946,WATER BOTTLE  350 ML  ,50000,BABYCAT 4K  ,50000.0,2,11,1,0,0.8660254037844386,0.5000000000000001,5,1.01
947,BABY CAT 12X195G  ,40000,BABYCAT 4K  ,40000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.01
948,CAT CHOIZE ADULT SALMON  ,20000,BABY CAT 12X195G  ,20000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
949,CAT CLIMBING ROUND FRAME 20 CM  ,80000,BABYCAT 4K  ,80000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
950,CAT LITTER SHOVEL MOTIF GAYUNG S  ,10000,BABYCAT 4K  ,10000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
951,CAT LITTER SHOVEL WHITE UK 25 X 9.5 CM  ,10000,BABYCAT 4K  ,10000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
952,CAT ME-O POUCH TUNA WITH SCALLOP FLAVOR 15 X 4 SACHET  ,22000,BABY CAT 12X195G  ,22000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
953,CAT TOY MOUSE ELECTRIC  ,12500,BABYCAT 4K  ,12500.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
954,DOUBLE BOWL ANTI SLIP STAINLESS STEEL 15  ,85000,BABYCAT 4K  ,85000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.02
955,GASTRO INTESTIINAL 400G  ,174000,BABYCAT 4K  ,87000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.96
956,GLASSES PET MEDIUM ROUND 10 CM  ,15000,BABYCAT 4K  ,15000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
957,HAIR SKIN CARE 400 GR  ,80000,BABY CAT 12X195G  ,80000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
958,HERBAFIT  ,50000,BABY CAT MILK 300 GR  ,50000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.01
959,LIFE CAT KITTEN SALMON 400G (KALENG)  ,32000,BABY DOG MILK 2KG  ,16000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.96
960,LIFE CAT KITTEN TUNA 400G (KALENG)  ,32000,BABY DOG MILK 2KG  ,16000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.96
961,LIFE CAT TUNA ADULT 400G (KALENG)  ,48000,BABY DOG MILK 2KG  ,16000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,3.03
962,MTOP TUNA & CHICKEN CRANBERRY 24X400G  ,16000,BABY DOG MILK 2KG  ,16000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
963,"PAKAN BOLT CAT UNGU ( TUNA ) @1KG,@ 20KG  ",23000,BABY CAT 12X195G  ,23000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
964,PASIR TOFU 6 LTR PEACH  ,60000,BANTAL LEHER KUCING L  ,60000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
965,PEDIGREE DENTASTIX SMALL 75GR  ,20000,BABYCAT 4K  ,20000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
966,PET BACKPACK (GENDONG) COLORFULL MOTIF L  ,115000,BABYCAT 4K  ,115000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
967,PET BAG FOLDABLE SIZE L TRANSPARAN  ,210000,BABYCAT 4K  ,210000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
968,PET BISCUITS DOGI LUSCIOUS 220GR  ,50000,BABYCAT 4K  ,50000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.01
969,PET DRESS CHEST AND BACK KOTAK2 HW SIZE M  ,53000,BABYCAT 4K  ,53000.0,2,12,1,0,0.8660254037844386,0.5000000000000001,6,1.0
